TransactionId,Timestamp,ItemName,Quantity,PricePaid,PaymentMethod,CustomerLoyaltyId
T10189,04:45,Dalda Cooking Oil 5L,1,2250,Mobile Wallet,L3898
T10189,04:45,Lipton Yellow Label 380g,1,680,Mobile Wallet,L3898
T10190,18:36,Dalda Cooking Oil 5L,2,4500,Mobile Wallet,None
T10190,18:36,Lipton Yellow Label 380g,2,1360,Mobile Wallet,None
T10191,00:46,National Chilli Powder 200g,2,420,Cash,L2458
T10192,22:32,Nestle Milkpak 1L,1,260,Card,L4753
T10192,22:32,Coca Cola 1.5L,2,300,Card,L4753
T10193,23:20,Dalda Cooking Oil 5L,1,2250,Card,None
T10193,23:20,Lipton Yellow Label 380g,2,1360,Card,None
T10194,16:55,Dalda Cooking Oil 5L,1,2250,Cash,L9144
T10194,16:55,Lipton Yellow Label 380g,2,1360,Cash,L9144
T10195,23:21,Dalda Cooking Oil 5L,2,4500,Cash,None
T10195,23:21,Lipton Yellow Label 380g,2,1360,Cash,None
T10196,15:47,Dalda Cooking Oil 5L,1,2250,Cash,None
T10196,15:47,Lipton Yellow Label 380g,1,680,Cash,None
T10196,15:47,Coca Cola 1.5L,1,150,Cash,None
T10197,20:22,Shan Biryani Masala 50g,1,90,Cash,None
T10197,20:22,Lux Soap 150g,2,260,Cash,None
T10197,20:22,Coca Cola 1.5L,2,300,Cash,None
T10198,13:19,Nestle Milkpak 1L,5,1300,Mobile Wallet,L5564
T10199,00:08,Surf Excel 1kg,1,460,Card,None
T10199,00:08,Ariel Detergent 2kg,1,950,Card,None
T10200,19:34,Dalda Cooking Oil 5L,2,4500,Cash,L9840
T10200,19:34,Lipton Yellow Label 380g,1,680,Cash,L9840
T10200,19:34,National Chilli Powder 200g,1,210,Cash,L9840
T10201,15:44,Surf Excel 1kg,2,920,Cash,None
T10201,15:44,Ariel Detergent 2kg,1,950,Cash,None
T10202,16:50,Nestle Milkpak 1L,5,1300,Mobile Wallet,None
T10202,16:50,Coca Cola 1.5L,2,300,Mobile Wallet,None
T10203,19:26,Dalda Cooking Oil 5L,1,2250,Cash,None
T10203,19:26,Lipton Yellow Label 380g,2,1360,Cash,None
T10204,08:32,Nestle Milkpak 1L,1,260,Cash,L7807
T10204,08:32,Lux Soap 150g,2,260,Cash,L7807
T10205,05:21,Nestle Milkpak 1L,3,780,Mobile Wallet,None
T10205,05:21,Surf Excel 1kg,1,460,Mobile Wallet,None
T10206,23:07,Dalda Cooking Oil 5L,1,2250,Mobile Wallet,None
T10206,23:07,Lux Soap 150g,1,130,Mobile Wallet,None
T10207,23:41,Surf Excel 1kg,1,460,Cash,L1467
T10207,23:41,Ariel Detergent 2kg,1,950,Cash,L1467
T10208,16:15,Shan Biryani Masala 50g,1,90,Card,L4753
T10208,16:15,Ariel Detergent 2kg,2,1900,Card,L4753
T10209,00:02,Dalda Cooking Oil 5L,2,4500,Cash,L7313
T10209,00:02,Lipton Yellow Label 380g,1,680,Cash,L7313
T10210,15:16,Nestle Milkpak 1L,6,1560,Card,L9957
T10210,15:16,Surf Excel 1kg,1,460,Card,L9957
T10211,11:56,Dalda Cooking Oil 5L,2,4500,Mobile Wallet,L6169
T10211,11:56,Lipton Yellow Label 380g,1,680,Mobile Wallet,L6169
T10211,11:56,Lux Soap 150g,1,130,Mobile Wallet,L6169
T10212,23:24,Dalda Cooking Oil 5L,1,2250,Mobile Wallet,L1328
T10212,23:24,Lipton Yellow Label 380g,1,680,Mobile Wallet,L1328
T10213,22:50,Lux Soap 150g,1,130,Cash,L8743
T10213,22:50,Nestle Milkpak 1L,2,520,Cash,L8743
T10214,10:15,Nestle Milkpak 1L,2,520,Mobile Wallet,L5047
T10214,10:15,Olper's Cream 200ml,1,180,Mobile Wallet,L5047
T10215,15:56,Surf Excel 1kg,2,920,Cash,None
T10215,15:56,Shan Biryani Masala 50g,2,180,Cash,None
T10216,19:11,Dalda Cooking Oil 5L,1,2250,Card,L4125
T10216,19:11,Lipton Yellow Label 380g,2,1360,Card,L4125
T10216,19:11,Nestle Milkpak 1L,1,260,Card,L4125
T10217,07:56,Nestle Milkpak 1L,4,1040,Mobile Wallet,L9115
T10217,07:56,Ariel Detergent 2kg,2,1900,Mobile Wallet,L9115
T10218,06:15,Nestle Milkpak 1L,1,260,Mobile Wallet,L1171
T10218,06:15,National Chilli Powder 200g,1,210,Mobile Wallet,L1171
T10219,11:38,Surf Excel 1kg,2,920,Card,L7313
T10219,11:38,Ariel Detergent 2kg,1,950,Card,L7313
T10219,11:38,Lux Soap 150g,2,260,Card,L7313
T10220,03:56,Dalda Cooking Oil 5L,1,2250,Card,L2822
T10220,03:56,Lipton Yellow Label 380g,1,680,Card,L2822
T10221,17:44,Coca Cola 1.5L,2,300,Cash,None
T10221,17:44,Nestle Milkpak 1L,2,520,Cash,None
T10222,22:59,Dalda Cooking Oil 5L,2,4500,Card,L9492
T10222,22:59,Lipton Yellow Label 380g,1,680,Card,L9492
T10223,00:52,Dalda Cooking Oil 5L,1,2250,Cash,L4680
T10223,00:52,Lipton Yellow Label 380g,1,680,Cash,L4680
T10224,14:23,Nestle Milkpak 1L,1,260,Card,L8584
T10224,14:23,Lipton Yellow Label 380g,2,1360,Card,L8584
T10225,21:13,Lux Soap 150g,1,130,Card,L5564
T10225,21:13,Surf Excel 1kg,2,920,Card,L5564
T10226,10:35,Dalda Cooking Oil 5L,2,4500,Mobile Wallet,L5651
T10226,10:35,Lipton Yellow Label 380g,1,680,Mobile Wallet,L5651
T10227,18:38,Dalda Cooking Oil 5L,1,2250,Cash,L4459
T10227,18:38,Lipton Yellow Label 380g,2,1360,Cash,L4459
T10227,18:38,National Chilli Powder 200g,1,210,Cash,L4459
T10228,23:04,Dalda Cooking Oil 5L,2,4500,Mobile Wallet,None
T10228,23:04,Lipton Yellow Label 380g,1,680,Mobile Wallet,None
T10229,04:43,Surf Excel 1kg,1,460,Card,L7807
T10229,04:43,Ariel Detergent 2kg,1,950,Card,L7807
T10229,04:43,Lux Soap 150g,1,130,Card,L7807
T10230,21:00,Dalda Cooking Oil 5L,2,4500,Mobile Wallet,None
T10231,15:38,Dalda Cooking Oil 5L,2,4500,Mobile Wallet,L5192
T10231,15:38,Lipton Yellow Label 380g,1,680,Mobile Wallet,L5192
T10232,17:03,Lipton Yellow Label 380g,2,1360,Card,None
T10232,17:03,Coca Cola 1.5L,1,150,Card,None
T10232,17:03,Shan Biryani Masala 50g,1,90,Card,None
T10233,17:48,National Chilli Powder 200g,2,420,Card,None
T10233,17:48,Lux Soap 150g,1,130,Card,None
T10233,17:48,Surf Excel 1kg,1,460,Card,None
T10234,20:29,Surf Excel 1kg,1,460,Mobile Wallet,L7367
T10234,20:29,Ariel Detergent 2kg,1,950,Mobile Wallet,L7367
T10235,22:50,Nestle Milkpak 1L,2,520,Card,None
T10235,22:50,Shan Biryani Masala 50g,1,90,Card,None
T10235,22:50,Olper's Cream 200ml,1,180,Card,None
T10236,00:32,Surf Excel 1kg,1,460,Mobile Wallet,L4267
T10236,00:32,Coca Cola 1.5L,2,300,Mobile Wallet,L4267
T10237,03:37,Dalda Cooking Oil 5L,1,2250,Mobile Wallet,L8143
T10237,03:37,Lipton Yellow Label 380g,1,680,Mobile Wallet,L8143
T10238,23:58,National Chilli Powder 200g,1,210,Mobile Wallet,L9840
T10239,09:24,Surf Excel 1kg,2,920,Card,L4680
T10239,09:24,Ariel Detergent 2kg,1,950,Card,L4680
T10240,07:54,Dalda Cooking Oil 5L,2,4500,Card,None
T10240,07:54,Lipton Yellow Label 380g,2,1360,Card,None
T10241,02:49,Dalda Cooking Oil 5L,1,2250,Card,None
T10241,02:49,Lipton Yellow Label 380g,1,680,Card,None
T10242,01:48,Nestle Milkpak 1L,1,260,Mobile Wallet,L6488
T10242,01:48,Lipton Yellow Label 380g,2,1360,Mobile Wallet,L6488
T10243,23:33,Dalda Cooking Oil 5L,1,2250,Cash,None
T10243,23:33,Lipton Yellow Label 380g,2,1360,Cash,None
T10244,13:40,Surf Excel 1kg,1,460,Cash,L5886
T10244,13:40,Ariel Detergent 2kg,1,950,Cash,L5886
T10244,13:40,Lux Soap 150g,3,390,Cash,L5886
T10245,04:09,Dalda Cooking Oil 5L,2,4500,Card,L4851
T10245,04:09,Lipton Yellow Label 380g,2,1360,Card,L4851
T10246,22:11,Dalda Cooking Oil 5L,2,4500,Mobile Wallet,L8280
T10246,22:11,Lipton Yellow Label 380g,2,1360,Mobile Wallet,L8280
T10247,10:41,Dalda Cooking Oil 5L,1,2250,Cash,None
T10247,10:41,Lipton Yellow Label 380g,2,1360,Cash,None
T10247,10:41,Olper's Cream 200ml,1,180,Cash,None
T10248,10:57,Dalda Cooking Oil 5L,2,4500,Mobile Wallet,None
T10248,10:57,Lipton Yellow Label 380g,1,680,Mobile Wallet,None
T10249,04:04,Nestle Milkpak 1L,1,260,Card,L2458
T10250,19:45,Dalda Cooking Oil 5L,1,2250,Cash,L7856
T10250,19:45,Lipton Yellow Label 380g,1,680,Cash,L7856
T10251,05:26,Nestle Milkpak 1L,2,520,Mobile Wallet,None
T10251,05:26,Ariel Detergent 2kg,2,1900,Mobile Wallet,None
T10252,12:40,Surf Excel 1kg,2,920,Cash,L7676
T10252,12:40,Ariel Detergent 2kg,1,950,Cash,L7676
T10253,03:40,Dalda Cooking Oil 5L,2,4500,Cash,L8496
T10253,03:40,Lipton Yellow Label 380g,1,680,Cash,L8496
T10254,07:10,Surf Excel 1kg,1,460,Mobile Wallet,L7676
T10254,07:10,Ariel Detergent 2kg,1,950,Mobile Wallet,L7676
T10254,07:10,Lux Soap 150g,3,390,Mobile Wallet,L7676
T10255,11:04,Nestle Milkpak 1L,1,260,Card,L5564
T10255,11:04,Shan Biryani Masala 50g,2,180,Card,L5564
T10256,00:54,Surf Excel 1kg,1,460,Card,L4267
T10256,00:54,Ariel Detergent 2kg,1,950,Card,L4267
T10257,08:30,Dalda Cooking Oil 5L,2,4500,Mobile Wallet,L4125
T10257,08:30,Lipton Yellow Label 380g,2,1360,Mobile Wallet,L4125
T10258,18:11,Coca Cola 1.5L,2,300,Cash,None
T10258,18:11,Olper's Cream 200ml,2,360,Cash,None
T10258,18:11,National Chilli Powder 200g,2,420,Cash,None
T10259,21:41,Surf Excel 1kg,2,920,Mobile Wallet,None
T10259,21:41,Ariel Detergent 2kg,1,950,Mobile Wallet,None
T10260,12:43,Dalda Cooking Oil 5L,1,2250,Card,None
T10260,12:43,Lipton Yellow Label 380g,1,680,Card,None
T10261,05:53,Dalda Cooking Oil 5L,1,2250,Cash,None
T10261,05:53,Lipton Yellow Label 380g,1,680,Cash,None
T10262,08:36,Dalda Cooking Oil 5L,2,4500,Card,L7322
T10262,08:36,Lipton Yellow Label 380g,2,1360,Card,L7322
T10263,10:50,Shan Biryani Masala 50g,2,180,Cash,None
T10264,19:40,Dalda Cooking Oil 5L,2,4500,Cash,L2099
T10264,19:40,Lipton Yellow Label 380g,2,1360,Cash,L2099
T10264,19:40,Shan Biryani Masala 50g,1,90,Cash,L2099
T10265,05:28,Nestle Milkpak 1L,5,1300,Cash,None
T10266,19:07,Surf Excel 1kg,2,920,Cash,L2796
T10266,19:07,Ariel Detergent 2kg,1,950,Cash,L2796
T10267,13:55,Dalda Cooking Oil 5L,1,2250,Cash,L7676
T10267,13:55,Lipton Yellow Label 380g,2,1360,Cash,L7676
T10268,22:36,Dalda Cooking Oil 5L,2,4500,Cash,L6488
T10268,22:36,Lipton Yellow Label 380g,1,680,Cash,L6488
T10269,16:16,Dalda Cooking Oil 5L,2,4500,Mobile Wallet,L2813
T10269,16:16,Lipton Yellow Label 380g,2,1360,Mobile Wallet,L2813
T10270,00:06,Surf Excel 1kg,1,460,Cash,None
T10270,00:06,Ariel Detergent 2kg,2,1900,Cash,None
T10271,00:10,Nestle Milkpak 1L,5,1300,Mobile Wallet,L4680
T10271,00:10,Coca Cola 1.5L,1,150,Mobile Wallet,L4680
T10272,10:39,Dalda Cooking Oil 5L,2,4500,Cash,L2373
T10272,10:39,Lipton Yellow Label 380g,2,1360,Cash,L2373
T10273,22:03,Surf Excel 1kg,1,460,Card,L2099
T10273,22:03,Ariel Detergent 2kg,1,950,Card,L2099
T10274,03:18,Dalda Cooking Oil 5L,2,4500,Cash,None
T10274,03:18,Lipton Yellow Label 380g,2,1360,Cash,None
T10275,00:19,Dalda Cooking Oil 5L,1,2250,Card,L7921
T10275,00:19,Lipton Yellow Label 380g,2,1360,Card,L7921
T10276,19:59,Dalda Cooking Oil 5L,1,2250,Card,None
T10276,19:59,Lipton Yellow Label 380g,2,1360,Card,None
T10276,19:59,Ariel Detergent 2kg,1,950,Card,None
T10277,14:31,Dalda Cooking Oil 5L,1,2250,Cash,L5039
T10277,14:31,Lipton Yellow Label 380g,2,1360,Cash,L5039
T10277,14:31,Coca Cola 1.5L,1,150,Cash,L5039
T10278,14:58,Dalda Cooking Oil 5L,1,2250,Mobile Wallet,L2726
T10278,14:58,Lipton Yellow Label 380g,1,680,Mobile Wallet,L2726
T10279,20:19,Dalda Cooking Oil 5L,2,4500,Mobile Wallet,None
T10279,20:19,Lipton Yellow Label 380g,1,680,Mobile Wallet,None
T10280,19:14,Nestle Milkpak 1L,4,1040,Card,L5047
T10280,19:14,Olper's Cream 200ml,2,360,Card,L5047
T10281,17:15,Dalda Cooking Oil 5L,2,4500,Mobile Wallet,None
T10281,17:15,Lipton Yellow Label 380g,1,680,Mobile Wallet,None
T10282,07:28,Nestle Milkpak 1L,5,1300,Mobile Wallet,None
T10282,07:28,Shan Biryani Masala 50g,2,180,Mobile Wallet,None
T10283,15:41,Olper's Cream 200ml,2,360,Mobile Wallet,L6829
T10283,15:41,National Chilli Powder 200g,1,210,Mobile Wallet,L6829
T10283,15:41,Ariel Detergent 2kg,1,950,Mobile Wallet,L6829
T10284,12:39,Dalda Cooking Oil 5L,2,4500,Card,L8280
T10284,12:39,Lipton Yellow Label 380g,2,1360,Card,L8280
T10284,12:39,Olper's Cream 200ml,1,180,Card,L8280
T10285,21:24,Nestle Milkpak 1L,5,1300,Cash,L5225
T10285,21:24,Ariel Detergent 2kg,2,1900,Cash,L5225
T10286,22:45,Dalda Cooking Oil 5L,2,4500,Cash,L4253
T10286,22:45,Lipton Yellow Label 380g,2,1360,Cash,L4253
T10287,02:31,Dalda Cooking Oil 5L,2,4500,Cash,None
T10287,02:31,Lipton Yellow Label 380g,1,680,Cash,None
T10288,03:50,Nestle Milkpak 1L,3,780,Mobile Wallet,L3396
T10288,03:50,Dalda Cooking Oil 5L,2,4500,Mobile Wallet,L3396
T10289,13:40,Dalda Cooking Oil 5L,2,4500,Cash,None
T10289,13:40,Lipton Yellow Label 380g,2,1360,Cash,None
T10289,13:40,Coca Cola 1.5L,1,150,Cash,None
T10290,14:12,Dalda Cooking Oil 5L,1,2250,Cash,None
T10290,14:12,Lipton Yellow Label 380g,1,680,Cash,None
T10291,16:42,Shan Biryani Masala 50g,2,180,Cash,None
T10291,16:42,Olper's Cream 200ml,1,180,Cash,None
T10292,00:08,Dalda Cooking Oil 5L,2,4500,Mobile Wallet,None
T10292,00:08,Lipton Yellow Label 380g,2,1360,Mobile Wallet,None
T10293,02:34,Dalda Cooking Oil 5L,1,2250,Mobile Wallet,L1781
T10293,02:34,Lipton Yellow Label 380g,2,1360,Mobile Wallet,L1781
T10294,12:53,Nestle Milkpak 1L,5,1300,Cash,None
T10294,12:53,Ariel Detergent 2kg,1,950,Cash,None
T10295,04:00,Ariel Detergent 2kg,1,950,Mobile Wallet,None
T10296,14:18,Dalda Cooking Oil 5L,1,2250,Cash,None
T10296,14:18,Lipton Yellow Label 380g,1,680,Cash,None
T10297,12:52,Ariel Detergent 2kg,1,950,Mobile Wallet,L8584
T10298,12:23,Dalda Cooking Oil 5L,1,2250,Card,L8762
T10298,12:23,Nestle Milkpak 1L,1,260,Card,L8762
T10298,12:23,Shan Biryani Masala 50g,1,90,Card,L8762
T10299,15:01,Nestle Milkpak 1L,5,1300,Card,None
T10299,15:01,Ariel Detergent 2kg,1,950,Card,None
T10300,07:12,Dalda Cooking Oil 5L,1,2250,Card,L8743
T10300,07:12,Lipton Yellow Label 380g,1,680,Card,L8743
T10301,14:55,Surf Excel 1kg,1,460,Card,L8762
T10301,14:55,Ariel Detergent 2kg,1,950,Card,L8762
T10302,07:36,Nestle Milkpak 1L,6,1560,Card,L5192
T10302,07:36,Ariel Detergent 2kg,2,1900,Card,L5192
T10303,19:43,Dalda Cooking Oil 5L,1,2250,Mobile Wallet,None
T10303,19:43,Lipton Yellow Label 380g,2,1360,Mobile Wallet,None
T10303,19:43,Nestle Milkpak 1L,1,260,Mobile Wallet,None
T10304,22:23,Nestle Milkpak 1L,6,1560,Mobile Wallet,None
T10304,22:23,Olper's Cream 200ml,2,360,Mobile Wallet,None
T10305,12:34,Surf Excel 1kg,2,920,Cash,L7313
T10305,12:34,Ariel Detergent 2kg,1,950,Cash,L7313
T10305,12:34,Lux Soap 150g,1,130,Cash,L7313
T10306,02:12,Surf Excel 1kg,2,920,Mobile Wallet,L9840
T10306,02:12,Coca Cola 1.5L,1,150,Mobile Wallet,L9840
T10307,19:02,Surf Excel 1kg,2,920,Card,L5652
T10307,19:02,Ariel Detergent 2kg,1,950,Card,L5652
T10308,18:03,Dalda Cooking Oil 5L,1,2250,Cash,None
T10308,18:03,Lipton Yellow Label 380g,1,680,Cash,None
T10308,18:03,Olper's Cream 200ml,1,180,Cash,None
T10309,11:45,Surf Excel 1kg,1,460,Card,L5518
T10309,11:45,Dalda Cooking Oil 5L,2,4500,Card,L5518
T10310,17:12,Dalda Cooking Oil 5L,2,4500,Cash,None
T10310,17:12,Lipton Yellow Label 380g,2,1360,Cash,None
T10311,19:01,Nestle Milkpak 1L,2,520,Mobile Wallet,L5710
T10312,17:34,Nestle Milkpak 1L,5,1300,Mobile Wallet,L7921
T10312,17:34,Lux Soap 150g,2,260,Mobile Wallet,L7921
T10313,20:14,Coca Cola 1.5L,1,150,Card,None
T10313,20:14,Lux Soap 150g,1,130,Card,None
T10314,17:43,Nestle Milkpak 1L,3,780,Cash,L3337
T10315,10:30,Nestle Milkpak 1L,1,260,Mobile Wallet,L1696
T10315,10:30,Coca Cola 1.5L,1,150,Mobile Wallet,L1696
T10316,08:17,Surf Excel 1kg,1,460,Mobile Wallet,None
T10316,08:17,Ariel Detergent 2kg,1,950,Mobile Wallet,None
T10317,22:33,Dalda Cooking Oil 5L,2,4500,Cash,L9115
T10317,22:33,Coca Cola 1.5L,2,300,Cash,L9115
T10317,22:33,Olper's Cream 200ml,2,360,Cash,L9115
T10318,19:27,Dalda Cooking Oil 5L,2,4500,Card,L7313
T10318,19:27,Lipton Yellow Label 380g,1,680,Card,L7313
T10319,18:12,Dalda Cooking Oil 5L,1,2250,Mobile Wallet,L9471
T10319,18:12,Lipton Yellow Label 380g,2,1360,Mobile Wallet,L9471
T10320,16:19,Coca Cola 1.5L,2,300,Cash,L9972
T10320,16:19,Ariel Detergent 2kg,2,1900,Cash,L9972
T10320,16:19,Surf Excel 1kg,1,460,Cash,L9972
T10321,04:37,Dalda Cooking Oil 5L,2,4500,Card,L1342
T10321,04:37,Lipton Yellow Label 380g,2,1360,Card,L1342
T10321,04:37,Shan Biryani Masala 50g,1,90,Card,L1342
T10322,01:30,Dalda Cooking Oil 5L,2,4500,Mobile Wallet,L2796
T10322,01:30,Lipton Yellow Label 380g,2,1360,Mobile Wallet,L2796
T10323,16:48,Dalda Cooking Oil 5L,2,4500,Mobile Wallet,L7676
T10323,16:48,Lipton Yellow Label 380g,1,680,Mobile Wallet,L7676
T10324,03:53,Dalda Cooking Oil 5L,2,4500,Cash,None
T10324,03:53,Lipton Yellow Label 380g,1,680,Cash,None
T10324,03:53,Ariel Detergent 2kg,1,950,Cash,None
T10325,11:21,Surf Excel 1kg,2,920,Card,L1342
T10325,11:21,Ariel Detergent 2kg,1,950,Card,L1342
T10326,21:14,Nestle Milkpak 1L,2,520,Card,L6664
T10326,21:14,National Chilli Powder 200g,2,420,Card,L6664
T10327,03:09,Dalda Cooking Oil 5L,2,4500,Cash,L5886
T10327,03:09,Lipton Yellow Label 380g,1,680,Cash,L5886
T10328,13:25,Dalda Cooking Oil 5L,1,2250,Cash,None
T10328,13:25,Lipton Yellow Label 380g,1,680,Cash,None
T10329,14:52,Dalda Cooking Oil 5L,2,4500,Cash,L8167
T10329,14:52,Lipton Yellow Label 380g,1,680,Cash,L8167
T10330,05:43,Dalda Cooking Oil 5L,2,4500,Mobile Wallet,L8762
T10330,05:43,Lipton Yellow Label 380g,2,1360,Mobile Wallet,L8762
T10331,08:50,Ariel Detergent 2kg,2,1900,Cash,L7829
T10331,08:50,Olper's Cream 200ml,1,180,Cash,L7829
T10332,16:25,Dalda Cooking Oil 5L,1,2250,Cash,L6829
T10332,16:25,Lipton Yellow Label 380g,2,1360,Cash,L6829
T10333,11:29,Dalda Cooking Oil 5L,1,2250,Mobile Wallet,None
T10333,11:29,Lipton Yellow Label 380g,1,680,Mobile Wallet,None
T10333,11:29,Nestle Milkpak 1L,1,260,Mobile Wallet,None
T10334,02:30,Dalda Cooking Oil 5L,1,2250,Cash,L9972
T10334,02:30,Lipton Yellow Label 380g,2,1360,Cash,L9972
T10335,14:00,Dalda Cooking Oil 5L,2,4500,Card,None
T10335,14:00,Lipton Yellow Label 380g,1,680,Card,None
T10336,20:10,Surf Excel 1kg,2,920,Card,None
T10336,20:10,Ariel Detergent 2kg,1,950,Card,None
T10337,12:57,Nestle Milkpak 1L,2,520,Mobile Wallet,None
T10337,12:57,National Chilli Powder 200g,2,420,Mobile Wallet,None
T10338,13:40,Nestle Milkpak 1L,2,520,Cash,L9840
T10338,13:40,Ariel Detergent 2kg,2,1900,Cash,L9840
T10339,16:20,Dalda Cooking Oil 5L,1,2250,Card,L2822
T10339,16:20,Lipton Yellow Label 380g,1,680,Card,L2822
T10339,16:20,Nestle Milkpak 1L,1,260,Card,L2822
T10340,07:46,Nestle Milkpak 1L,6,1560,Card,L1696
T10340,07:46,Surf Excel 1kg,1,460,Card,L1696
T10341,11:37,Nestle Milkpak 1L,2,520,Cash,L5225
T10341,11:37,Coca Cola 1.5L,1,150,Cash,L5225
T10342,05:19,Surf Excel 1kg,1,460,Cash,L3089
T10343,16:24,Dalda Cooking Oil 5L,1,2250,Cash,None
T10343,16:24,Lipton Yellow Label 380g,2,1360,Cash,None
T10343,16:24,Nestle Milkpak 1L,1,260,Cash,None
T10344,18:04,Nestle Milkpak 1L,3,780,Card,L5564
T10344,18:04,Lipton Yellow Label 380g,2,1360,Card,L5564
T10345,10:12,Nestle Milkpak 1L,3,780,Mobile Wallet,L1945
T10345,10:12,Lipton Yellow Label 380g,1,680,Mobile Wallet,L1945
T10346,04:04,Coca Cola 1.5L,2,300,Mobile Wallet,L2458
T10347,10:23,Dalda Cooking Oil 5L,2,4500,Card,L8535
T10347,10:23,Lipton Yellow Label 380g,1,680,Card,L8535
T10348,00:00,Surf Excel 1kg,1,460,Cash,L9499
T10348,00:00,Ariel Detergent 2kg,1,950,Cash,L9499
T10349,11:11,Shan Biryani Masala 50g,1,90,Card,None
T10350,23:25,Dalda Cooking Oil 5L,2,4500,Cash,L7322
T10350,23:25,Lipton Yellow Label 380g,1,680,Cash,L7322
T10350,23:25,Nestle Milkpak 1L,1,260,Cash,L7322
T10351,12:52,Nestle Milkpak 1L,6,1560,Cash,None
T10351,12:52,Coca Cola 1.5L,2,300,Cash,None
T10352,02:16,Dalda Cooking Oil 5L,2,4500,Mobile Wallet,L1781
T10352,02:16,Lipton Yellow Label 380g,2,1360,Mobile Wallet,L1781
T10353,14:29,Surf Excel 1kg,2,920,Card,L5047
T10353,14:29,Ariel Detergent 2kg,1,950,Card,L5047
T10354,22:38,National Chilli Powder 200g,1,210,Cash,L3391
T10355,19:51,Dalda Cooking Oil 5L,2,4500,Card,L6829
T10355,19:51,Lipton Yellow Label 380g,1,680,Card,L6829
T10356,22:41,Dalda Cooking Oil 5L,2,4500,Card,L8167
T10356,22:41,Lipton Yellow Label 380g,2,1360,Card,L8167
T10357,14:58,Shan Biryani Masala 50g,2,180,Mobile Wallet,L2458
T10358,13:37,Surf Excel 1kg,1,460,Mobile Wallet,L8535
T10358,13:37,Ariel Detergent 2kg,1,950,Mobile Wallet,L8535
T10358,13:37,Lux Soap 150g,3,390,Mobile Wallet,L8535
T10359,18:37,Dalda Cooking Oil 5L,1,2250,Card,L1751
T10359,18:37,Lipton Yellow Label 380g,2,1360,Card,L1751
T10360,09:33,Nestle Milkpak 1L,6,1560,Card,L7313
T10360,09:33,Ariel Detergent 2kg,1,950,Card,L7313
T10361,19:21,Surf Excel 1kg,1,460,Card,L9471
T10361,19:21,Ariel Detergent 2kg,1,950,Card,L9471
T10362,22:54,Surf Excel 1kg,1,460,Mobile Wallet,L1171
T10362,22:54,Ariel Detergent 2kg,1,950,Mobile Wallet,L1171
T10363,14:19,Nestle Milkpak 1L,5,1300,Mobile Wallet,L7322
T10363,14:19,Surf Excel 1kg,2,920,Mobile Wallet,L7322
T10364,19:56,National Chilli Powder 200g,2,420,Card,L5913
T10364,19:56,Ariel Detergent 2kg,2,1900,Card,L5913
T10364,19:56,Lipton Yellow Label 380g,2,1360,Card,L5913
T10365,18:16,Dalda Cooking Oil 5L,2,4500,Card,L1328
T10365,18:16,Lipton Yellow Label 380g,2,1360,Card,L1328
T10365,18:16,Ariel Detergent 2kg,1,950,Card,L1328
T10366,09:01,Nestle Milkpak 1L,1,260,Card,L5651
T10366,09:01,Lipton Yellow Label 380g,1,680,Card,L5651
T10366,09:01,Coca Cola 1.5L,2,300,Card,L5651
T10367,05:25,Nestle Milkpak 1L,3,780,Cash,None
T10367,05:25,National Chilli Powder 200g,1,210,Cash,None
T10368,06:31,Dalda Cooking Oil 5L,1,2250,Mobile Wallet,L5913
T10368,06:31,Lipton Yellow Label 380g,2,1360,Mobile Wallet,L5913
T10369,12:23,Dalda Cooking Oil 5L,1,2250,Card,L2648
T10369,12:23,Lipton Yellow Label 380g,2,1360,Card,L2648
T10370,04:17,Nestle Milkpak 1L,2,520,Cash,L7676
T10370,04:17,Lux Soap 150g,2,260,Cash,L7676
T10371,13:20,Dalda Cooking Oil 5L,2,4500,Mobile Wallet,L9972
T10371,13:20,Lipton Yellow Label 380g,2,1360,Mobile Wallet,L9972
T10371,13:20,Shan Biryani Masala 50g,1,90,Mobile Wallet,L9972
T10372,04:12,Dalda Cooking Oil 5L,1,2250,Mobile Wallet,L4680
T10372,04:12,Lipton Yellow Label 380g,2,1360,Mobile Wallet,L4680
T10372,04:12,Surf Excel 1kg,1,460,Mobile Wallet,L4680
T10373,22:07,Dalda Cooking Oil 5L,2,4500,Card,None
T10373,22:07,Lipton Yellow Label 380g,1,680,Card,None
T10374,16:48,Dalda Cooking Oil 5L,2,4500,Cash,None
T10374,16:48,Lipton Yellow Label 380g,2,1360,Cash,None
T10374,16:48,Coca Cola 1.5L,1,150,Cash,None
T10375,22:18,Dalda Cooking Oil 5L,2,4500,Mobile Wallet,L2099
T10375,22:18,Lipton Yellow Label 380g,1,680,Mobile Wallet,L2099
T10376,20:40,Dalda Cooking Oil 5L,2,4500,Card,L7921
T10376,20:40,Lipton Yellow Label 380g,1,680,Card,L7921
T10377,12:30,Shan Biryani Masala 50g,2,180,Mobile Wallet,None
T10377,12:30,Olper's Cream 200ml,2,360,Mobile Wallet,None
T10377,12:30,Dalda Cooking Oil 5L,1,2250,Mobile Wallet,None
T10378,17:42,Dalda Cooking Oil 5L,2,4500,Card,None
T10378,17:42,Lipton Yellow Label 380g,1,680,Card,None
T10379,00:21,Dalda Cooking Oil 5L,1,2250,Mobile Wallet,L6643
